name,id
Timur Bekmambetov,3040
Roy Del Ruth,44875
Corey Yuen Kwai,12721
Richard Lester,2926
Roberto Rossellini,8016
Amando de Ossorio,37601
F. Gary Gray,4551
Takao Okawara,6593
Paul Bogart,38148
Ernie Barbarash,438
Aleksi Mäkelä,37988
John Pasquin,10040
Robert Rodriguez,187
Frank Miller,187
Pier Paolo Pasolini,47406
Andrew Douglas,10065
Lee Tamahori,11679
George Lucas,1895
A. Edward Sutherland,28423
Eric Darnell,953
Tom McGrath,953
Paul Schrader,12700
Ken Kwapis,9779
Kazuki Omori,18289
Christopher Nolan,272
Ryûhei Kitamura,15767
Angela Robinson,11451
George A. Romero,11683
Ken Russell,4889
Tim Story,9738
Rob Zombie,1696
Jay Chandrasekhar,6519
Mike Bigelow,11453
William Nigh,22965
Claude Zidi,9564
Louis Leterrier,9335
Sam Firstenberg,17386
Benny Chan,11636
Rob McKittrick,7553
Lexi Alexander,8923
Tetsuya Nomura,647
Takeshi Nozue,647
John Stockwell,11968
Nick Park,533
Steve Box,533
Jae-yeon Yun,32237
Danny Cannon,9763
Martin Campbell,1656
Darren Lynn Bousman,215
Steve Rash,8274
W.S. Van Dyke,26845
Cedric Gibbons,18994
Lars von Trier,1951
François Truffaut,259
Sam Mendes,25
Terence Fisher,23220
Greg McLean,9885
Neil Marshall,9392
Mike Newell,674
Freddie Francis,3124
Andrew Adamson,411
Barbara Kopple,14695
Henry Levin,36775
Adam Shankman,9641
Brian Yuzna,9568
Park Chan-wook,4550
Pierre Morel,10045
Uwe Boll,168705
Eli Roth,1690
Cory Edwards,10982
Todd Edwards,10982
Tony Leech,10982
Len Wiseman,834
Sean McNamara,39345
Jackie Chan,21519
Rick Bota,11246
Noriaki Yuasa,52728
John Whitesell,11565
Kirk Jones,11283
James Wong,9286
Shawn Levy,12096
John Carl Buechler,33061
Matthew O'Callaghan,9975
Simon West,10053
Jim Sonzero,9682
Carlos Saldanha,950
Rodman Flender,18009
Brian Trenchard-Smith,19286
Brian Trenchard-Smith,19287
Rob Spera,18011
Alexandre Aja,9792
Blake Edwards,46828
Mary Lambert,10292
Michael Caton-Jones,3093
David Zucker,4257
Christophe Gans,588
Prachya Pinkaew,8982
J.J. Abrams,956
Ron Howard,591
Brett Ratner,36668
John Lasseter,920
Joe Ranft,920
Gore Verbinski,58
Kevin Smith,2295
Gregory Dark,10007
Claudio Fäh,8997
Kenny Ortega,10947
Michael Cooney,27320
Justin Lin,9615
Tim Hill,9513
Shawn Levy,1593
Brian Taylor,1948
Mark Neveldine,1948
Anne Fletcher,9762
Erik Canuel,15049
Russ Meyer,5721
Jeff Tremaine,12094
Jill Culton,7484
Roger Allers,7484
Anthony Stacchi,7484
Jonathan Liebesman,10781
Takashi Shimizu,1975
John Bonito,8975
Clint Eastwood,3683
Shusuke Kaneko,5890
Darren Lynn Bousman,214
John R. Leonetti,14620
Michael Lembeck,13767
Martin Campbell,36557
George Miller,9836
Mort Nathan,10032
Lambert Hillyer,22440
Robert Day,17604
Johnnie To,15077
Sylvester Stallone,1246
Dylan Avery,14277
Pier Paolo Pasolini,33583
Clint Eastwood,1251
Yvette Kaplan,5393
Paul Bolger,5393
Greg Tiernan,5393
Sylvain White,1931
Luc Besson,9992
Joe Nussbaum,8275
Joe Carnahan,7516
Danny Pang,9966
Oxide Pang Chun,9966
Peter Webber,1248
Billy Corben,14761
Adam McKay,9965
Mike Clattenburg,9958
Mark Steven Johnson,1250
Menhaj Huda,13185
David Nelson,26655
Tim Sullivan,10845
Christopher Leitch,15582
Nicolas Winding Refn,11330
Patrick Lussier,7006
Zack Snyder,1271
Martin Weisz,9793
Steve Carr,10172
Nimród Antal,10294
Steve Bendelack,1268
Scott Wiper,14636
Sam Raimi,559
William Lustig,14240
Timur Bekmambetov,2269
Shane Meadows,11798
Juan Carlos Fresnadillo,1562
Chris Miller,810
Raman Hui,810
Gore Verbinski,285
Hal Hartley,24200
Steven Soderbergh,298
Takao Okawara,39465
Takao Okawara,12561
Kazuki Omori,36679
Eli Roth,1691
Luigi Cozzi,22049
Ash Brannon,9408
Chris Buck,9408
Tim Story,1979
Quentin Tarantino,1991
Tommy Chong,12695
Len Wiseman,1571
Tom Shadyac,2698
Michael Bay,1858
David Yates,675
Peter Flinth,13491
Paul Greengrass,2503
Brett Ratner,5174
Fred Savage,14144
Rob Zombie,2082
Julie Delpy,1845
Robert Rodriguez,1992
J.M. Kenny,14348
Russell Mulcahy,7737
Shekhar Kapur,4517
Kenneth Branagh,4520
David Slade,4513
Tyler Perry,17202
Darren Lynn Bousman,663
José Padilha,7347
Matthew Hastings,18442
Richard Schenkman,13363
Xavier Gens,1620
Tim Hill,6477
Dwayne Carey-Hill,7249
Joe Lynch,13186
Norifumi Suzuki,20567
Phil Flores,15495
Mitchell Altieri,15495
Jon Turteltaub,6637
Colin Strause,440
Greg Strause,440
Félix Enríquez Alcalá,69315
Jaume Balagueró,8329
Paco Plaza,8329
Uwe Boll,2312
Adam Green,11908
Eric Valette,6933
Sylvester Stallone,7555
David Moreau,9030
Xavier Palud,9030
Guillermo del Toro,11253
Julian Gilbey,13054
Jon M. Chu,8328
George A. Romero,13025
Stefan Fjeldmark,10797
Kresten Vestbjerg Andersen,10797
Thorbjørn Christoffersen,10797
Brian Yuzna,28260
Christopher Nolan,155
Alexander Gruszynski,18070
Jeff Wadlow,8456
Jennifer Flackett,10488
Mark Levin,10488
David Ayer,1266
Jon Hurwitz,13335
Hayden Schlossberg,13335
Steve Barker,9017
William A. Wellman,38661
John Farrow,38661
Richard Thorpe,38661
George B. Seitz,38661
James C. McKay,38661
Richard Thorpe,40044
Richard Thorpe,40214
Richard Thorpe,40045
Nelson McCormick,8617
Jon Favreau,1726
Pierre Morel,8681
Robert C. Cooper,13001
Andrew Waller,8277
Andrew Adamson,2454
Steven Spielberg,217
Michael Patrick King,4564
Mark Osborne,9502
John Stevenson,9502
Michael Benveniste,3687
Howard Ziehm,3687
Timur Bekmambetov,8909
Barnaby Thompson,10748
Oliver Parker,10748
Peter Avanzino,12889
Brian Pimental,13205
Patricia Rozema,8359
Phyllida Lloyd,11631
Eric Brevig,88751
Shusuke Kaneko,16007
Kirk De Micco,11802
Martin Wood,12914
Stuart Gillard,14154
Chris Carter,8836
Jim Kammerud,10898
Vadim Jean,11910
Rob Cohen,1735
John Woo,12289
Sanaa Hamri,10188
Paul W.S. Anderson,10483
Alexandre Aja,13515
Dario Argento,15206
S. Sylvan Simon,43177
Lance Mungia,16456
Michael Roesch,12683
Peter Scheerer,12683
Gianfranco Parolini,71206
Stuart Rosenberg,32620
Michael Henger,25741
Kari Juusonen,25741
John Erick Dowdle,13812
P.J. Pesce,13489
Dwayne Carey-Hill,13253
Eric Darnell,10527
Tom McGrath,10527
Marc Forster,10764
Matthew Diamond,13655
David Hackl,11917
Rupert Harvey,12525
Raja Gosnell,14405
Andrew V. McLaglen,36571
Lee H. Katzin,36572
Steve Sekely,32862
Catherine Hardwicke,8966
Olivier Megaton,13387
Steve Wang,15026
Screaming Mad George,15026
Nick Park,14447
Sam Firstenberg,28148
Steven Soderbergh,8881
Steven Soderbergh,8880
Edward Neumeier,11127
Phil Karlson,3054
Ching Siu-Tung,9050
C. Thomas Howell,16268
David Frankel,14306
Matthew O'Callaghan,13690
Todd Wilderman,13690
Wilson Yip,14756
Matt Vancil,26235
Patrick Lussier,14435
Patrick Tatopoulos,12437
Steve Zacharias,21029
Steve Carr,14560
Toby Wilkins,1977
Peter Avanzino,15060
Fuminori Kizaki,14711
Charles Band,5677
Jeff Balis,15105
Andrzej Bartkowiak,15268
Marcus Nispel,13207
Sheldon Wilson,14853
Harald Zwart,15159
Peter Cornwell,18781
Tony Jaa,16353
Panna Rittikrai,16353
Niels Arden Oplev,15472
Seth Grossman,16258
Juliusz Machulski,31132
Justin Lin,13804
Nacer Khemir,45882
Brian Taylor,15092
Mark Neveldine,15092
Gavin Hood,2080
J.J. Abrams,13475
Phil Rosen,38464
John Woo,15384
Jay Lowi,17124
McG,534
Shawn Levy,18360
Ellory Elkayem,28677
Todd Phillips,18785
Jacek Bromski,58018
Tommy Wirkola,14451
Douglas Hickox,18061
Kevin Connor,27085
Michael Bay,8373
Carlos Saldanha,8355
Abbas Kiarostami,47104
Jonathan Frakes,14728
David Yates,767
Jean-Marie Poiré,10353
Hans Horn,9592
Stephen Boyum,23964
Roy Ward Baker,53868
Marcus Dunstan,21407
Stephen Sommers,14869
Renny Harlin,17134
Lee Harry,50719
Tommy Wirkola,17285
Yoshiaki Iwasaki,37047
John Gulager,13797
Jon Cassar,92011
Tim Iacofano,18759
Eric Bross,15641
Claudio Fragasso,26914
Cher,35203
Nancy Savoca,35203
Rob Zombie,24150
Gerald Thomas,5060
Jesse V. Johnson,15809
David R. Ellis,19912
Phil Lord,22794
Christopher Miller,22794
Rick Bota,17455
Rick Bota,12699
Oren Peli,23827
Yoshiaki Iwasaki,44685
Fritz Lang,71041
Kevin Greutert,22804
Troy Duffy,22821
Robert Vince,32834
Fritz Lang,70555
Edward James Olmos,105077
Chris Weitz,18239
James Cameron,19995
Guy Ritchie,10528
Betty Thomas,23398
Daniel Alfredson,33613
Charles Band,26961
Jackie Chan,21521
Isaac Florentine,25602
Jack Perez,17911
Larry Roemer,13382
Isaac Florentine,15255
Teruo Ishii,51429
Daniel Alfredson,24253
Chris Columbus,32657
Mike Clattenburg,27561
Mike Bonanno,18489
Andy Bichlbaum,18489
Kurt Engfehr,18489
Michael Lembeck,23023
Jaume Balagueró,10664
Paco Plaza,10664
Ti West,28739
Tim Burton,12155
Louis Morneau,16763
George A. Romero,29426
Sebastian Gutierrez,31723
David A. Prior,5753
Paolo Cavara,32688
Franco Prosperi,32688
Gualtiero Jacopetti,32688
Steve Pink,23048
Chris Sanders,10191
Dean DeBlois,10191
John Hyams,28510
Roy William Neill,33421
Louis Leterrier,18823
Matthew Vaughn,23483
Thor Freudenthal,33217
Beth Schacter,20478
Tom Six,37169
Phil Karlson,42476
Jean Yarbrough,23104
Jon Favreau,10138
Samuel Bayer,23437
Ted Nicolaou,26962
Michael Patrick King,37786
Jon Harris,34480
Lee Unkrich,10193
Mike Mitchell,10192
Uwe Boll,38780
Wes Llewellyn,51138
Michael Stephenson,40819
David Slade,24021
Nimród Antal,34851
Pierre Coffin,20352
Chris Renaud,20352
Dennis Dugan,38365
Ana Clavell,16304
James Glenn Dudelson,16304
Susanna White,35019
Wilson Yip,37472
Jean Yarbrough,45322
Sylvester Stallone,27578
Alexandre Aja,43593
Dwight H. Little,42194
Daniel Stamm,38358
Josh Fox,40663
Robert Rodriguez,23631
Ethan Maniquis,23631
Jon M. Chu,41233
Jason Friedberg,40264
Aaron Seltzer,40264
Paul W.S. Anderson,35791
Lauren Montgomery,45162
Oliver Stone,33909
Brad Peyton,39691
Gareth Edwards,43933
Darlo Piana,46812
Jeff Tremaine,16290
Sebastian Junger,39312
Tim Hetherington,39312
Ben Ketai,42941
Robert Schwentke,39514
Tod Williams,41436
Isaac Florentine,38234
Kevin Greutert,41439
Ben Stassen,49953
Enzo G. Castellari,61755
David Yates,12444
Byron Howard,38757
Nathan Greno,38757
Larry Blamire,44687
Billy Corben,26769
Michael Apted,10140
Larry Cohen,28155
Jalmari Helander,48395
Adam Green,43919
Sandy Tung,50241
Joseph Kosinski,20526
Larry Cohen,49684
Peter Manoogian,40649
Paul Weitz,39451
Mikkel Nørgaard,48748
Abhishek Sharma,42323
Norman Z. McLeod,54430
José Mojica Marins,23508
Michael Winterbottom,63578
Hideaki Anno,22843
Kazuya Tsurumaki,22843
Masayuki,22843
Steven R. Monroe,43947
Peter Joseph,54293
Sam O'Steen,117258
Víctor García,46441
Aleksey Balabanov,20993
Dome Karukoski,58764
Simon West,27582
Brian Levant,22620
Michael Dowse,53358
Brian Levant,47533
José Padilha,47931
John Whitesell,38322
Peter Andrikidis,45715
Shusuke Kaneko,16140
James Wan,49018
Hideo Nakata,20329
Chuck Patton,13190
David Bowers,60307
Steffen Haars,46523
Flip van der Kuil,46523
Chuck Jones,23521
Robert McKimson,23521
Greg Ford,23521
Terry Lennon,23521
Friz Freleng,23521
Wes Craven,41446
Carlos Saldanha,46195
Kenneth Branagh,10195
Paul Johansson,56780
Monte Hellman,42709
Justin Lin,51497
Michael D. Sellers,46849
Ishirô Honda,39410
Rob Marshall,1865
Todd Phillips,45243
Dylan Avery,23116
Ishirô Honda,3107
Seiji Tani,3107
Cody Cameron,51170
David Mackay,76171
Jennifer Yuh Nelson,49444
Matthew Vaughn,49538
Ishirô Honda,15766
Sebastian Gutierrez,56272
Tyler Perry,35688
Michael Bay,38356
Nick Grinde,61546
David Burton,61546
Seth Gordon,51540
John Lasseter,49013
Brad Lewis,49013
Vilgot Sjöman,45690
Robert Veze,96105
Indra Kumar,68029
David Yates,12445
Joe Johnston,1771
John Pogue,59115
Norman Foster,59566
Alex Zamm,54540
Raja Gosnell,41513
Ben Gluck,12819
Anthony Bell,12819
Jeff Conaway,141055
Clay Weiner,45839
Roel Reiné,51620
Andy de Emmony,63943
Rupert Wyatt,61791
Steven Quale,55779
Todd Strauss-Schulson,55465
Norman Foster,29484
Craig Gillespie,58151
Roar Uthaug,21786
Jim Mickle,52015
Martin Barnewitz,20441
James Nguyen,40016
David Hare,73358
Ben Palmer,69798
Joe Cross,72914
Kurt Engfehr,72914
Jonathan English,38543
Joss Whedon,24428
Matthijs van Heijningen Jr.,60935
James Dodson,10005
Henry Joost,72571
Ariel Schulman,72571
Abby Berlin,3966
Oliver Parker,58233
Vittorio De Sica,56122
James Bobin,64328
Bill Condon,50619
Damon Santostefano,15157
Harry Bromley Davenport,25834
George Miller,65759
Simon West,76163
Declan O'Brien,46020
Gary Ross,70160
Christopher Nolan,49026
Tony Gilroy,49040
Guy Ritchie,58574
Richard Compton,42450
Brad Bird,56292
Mike Mitchell,55301
Alex Ranarivelo,74523
Charles Martin Smith,62837
John Stockwell,57353
Måns Mårlind,52520
Björn Stein,52520
Tom Six,74997
Scott Spiegel,71670
Timur Bekmambetov,57809
Dmitriy Kiselev,57809
Aleksandr Voytinskiy,57809
Yaroslav Chevazhevskiy,57809
Ignas Jonynas,57809
Colin Minihan,50698
Stuart Ortiz,50698
Tsui Hark,48492
James Watkins,65086
Brad Peyton,72545
P.J. Pesce,29564
Jonathan Ford,74471
Howard J. Ford,74471
Brian Taylor,71676
Mark Neveldine,71676
Christopher Ray,52454
Declan O'Brien,71672
Mario Bava,77076
Michael Dowse,74387
Phil Lord,64688
Christopher Miller,64688
Jonathan Liebesman,57165
Timo Vuorensola,10679
Jon Hurwitz,71552
Hayden Schlossberg,71552
Gareth Evans,94329
Antonio Margheriti,28912
John Madden,74534
William Castle,86416
Tim Story,67660
John Gulager,15135
Russell Mulcahy,13486
Fredrik Gertten,84177
Kôtarô Terauchi,73517
Barry Sonnenfeld,41154
Rupert Sanders,58595
Adam Gierasch,27646
Ridley Scott,70981
Nicholas McCarthy,111440
Conrad Vernon,80321
Eric Darnell,80321
Tom McGrath,80321
Sam Liu,22855
Mike Disa,55215
Daisuke Nishio,39100
Seth MacFarlane,72105
Steven Soderbergh,77930
Marc Webb,1930
Declan O'Brien,23823
Steve Martino,57800
Mike Thurmeier,57800
Shigeyasu Yamauchi,44251
Don E. FauntLeRoy,14863
Ted Nicolaou,34125
Michel Hazanavicius,16130
Dominique Mezerette,16130
Uwe Boll,80410
Gordon Douglas,68143
Peggy Holmes,13676
Sam Mendes,37724
David Bowers,82650
John Gulager,71668
Joe Berlinger,83660
Bruce Sinofsky,83660
Jason Moore,114150
James Sbardellati,15895
Paul W.S. Anderson,71679
Robert Hall,55723
Joe Swanberg,84348
Matt Bettinelli-Olpin,84348
Glenn McQuaid,84348
Ti West,84348
Adam Wingard,84348
David Bruckner,84348
Tyler Gillett,84348
Justin Martinez,84348
Chad Villella,84348
Radio Silence,84348
Olivier Megaton,82675
Gary Hustwit,77269
Scott Derrickson,82507
Genndy Tartakovsky,76492
Eugene Forde,33391
Andrey Malyukov,40709
John Putch,134371
Joe D'Amato,40075
Michael Damian,72391
Mike Disa,57089
Paco Plaza,80280
Anurag Kashyap,117691
Henry Joost,82990
Ariel Schulman,82990
Stephen Fung,121823
Rob Cohen,94348
Michael J. Bassett,61012
Rich Moore,82690
John Paddy Carstairs,74545
RZA,97430
Keith Samples,35683
Roel Reiné,78049
Jack Sholder,12594
Jay Oliva,123025
Bill Condon,50620
Scott Speer,85446
Craig Moss,94380
Brian Levant,125504
Sammo Hung,10044
Sammo Hung,18707
Peter Jackson,49051
Bob Kelljan,28733
Christopher McQuarrie,75780
Daniel Mann,42532
Andrew Adamson,94352
Steven C. Miller,139455
Jim Wynorski,28751
Harry Bromley Davenport,55952
Harry Bromley Davenport,57597
Marcus Dunstan,134597
Keishi Ohtomo,127533
Val Guest,33303
Norman Cohen,34905
John Luessenhop,76617
Arbaaz Khan,147405
Michael Tiddes,139038
Jay Oliva,142061
Kunihiko Yuyama,115223
Kunihiko Yuyama,88557
Steve Barker,100183
William Beaudine,97353
Brian Trenchard-Smith,24925
Roel Reiné,156717
Bernard Borderie,44450
Norman Cohen,50076
Xavier Gens,87436
Angela Bettis,87436
Jake West,87436
Noboru Iguchi,87436
Andrew Traucki,87436
Anders Morgenthaler,87436
Yoshihiro Nishimura,87436
Banjong Pisanthanakun,87436
Marcel Sarmiento,87436
Ti West,87436
Adam Wingard,87436
Adrián García Bogliano,87436
Yudai Yamaguchi,87436
Nacho Vigalondo,87436
Ernesto Díaz Espinoza,87436
Hélène Cattet,87436
Bruno Forzani,87436
Simon Rumley,87436
Ben Wheatley,87436
Kaare Andrews,87436
Jason Eisener,87436
Thomas Cappelen Malling,87436
Jon Schnepp,87436
Timo Tjahjanto,87436
Jorge Michel Grau,87436
Srđan Spasojević,87436
Lee Hardcastle,87436
Makoto Kamiya,133121
Jackie Chan,98567
John Moore,47964
John Hyams,122857
Richard Linklater,132344
Shinji Aramaki,114478
William Lustig,28090
Ed Gass-Donnelly,146203
Charles Winkler,9834
Chris Sanders,49519
Kirk De Micco,49519
Bill Bixby,26883
Antoine Fuqua,117263
Farhan Akhtar,17501
Rakesh Roshan,25516
Malcolm D. Lee,4258
Craig Moss,80384
Lauren Montgomery,76589
Shane Black,68721
Cliff Roquemore,32100
J.J. Abrams,54138
Todd Phillips,109439
Justin Lin,82992
Rod Holcomb,197467
Ivan Nagy,197481
Darren Lynn Bousman,100493
Louis Leterrier,75656
Zack Snyder,49521
James DeMonaco,158015
Lev L. Spiro,105965
Dan Scanlon,62211
Kazuya Murata,80518
Guillermo del Toro,68726
Jon Burton,177271
Marc Forster,72190
Charles T. Kanganis,41586
Pierre Coffin,93456
Chris Renaud,93456
John Carl Buechler,44909
Jim Wynorski,30654
Ellory Elkayem,24935
Eduardo Sánchez,159117
Gregg Hale,159117
Simon Barrett,159117
Adam Wingard,159117
Jason Eisener,159117
Gareth Evans,159117
Timo Tjahjanto,159117
Ellory Elkayem,24939
Anthony C. Ferrante,205321
Stephen Fung,149085
Jay Oliva,183011
James Wan,138843
Melanie Mayron,51481
Josh Fox,174322
James Mangold,76170
Dean Parisot,146216
Bill Bixby,19593
Jacques Tourneur,47404
Thor Freudenthal,76285
Raja Gosnell,77931
Mark L. Lester,23535
Jayson Thiessen,201676
Curt Geda,21683
Tim Maltby,21683
Rick King,39027
Albert Pyun,50346
Spiro Razatos,61954
Rawson Marshall Thurber,138832
Dennis Dugan,109418
Jeff Wadlow,59859
David Twohy,87421
Klay Hall,151960
Herbert I. Leeds,59589
Doug Campbell,54768
Ted Nicolaou,52022
Tammi Sutton,27712
John Lechago,61716
John Lechago,134756
James Wan,91586
Michael Landon Jr.,195757
Indra Kumar,220714
Christian Duguay,24331
Christian Duguay,33305
Don Mancini,167032
Robert Vincent O'Neill,1803
Cody Cameron,109451
Kris Pearn,109451
Robert Rodriguez,106747
Reginald Le Borg,38273
Reginald Le Borg,64076
Anne Goursaud,18167
Masaaki Tezuka,39468
Jun Fukuda,39264
Kensho Yamashita,39466
Wallace Fox,64077
Jeff Tremaine,208134
Abbas Alibhai Burmawalla,19658
Mastan Alibhai Burmawalla,19658
Alan Taylor,76338
Masaaki Tezuka,39469
Masaaki Tezuka,12636
Malcolm D. Lee,146304
Francis Lawrence,101299
Peter Jackson,57158
Chris Buck,109445
Jennifer Lee,109445
Satsuo Yamamoto,31297
John Poliquin,134366
Eduardo Rodríguez,214597
Ed Herzog,209232
Adam McKay,109443
Lamberto Bava,40342
Isaac Florentine,180894
Zhora Kryzhovnikov,229974
Sanjay Gadhvi,17478
Roel Reiné,195269
Charles Band,84152
Christopher B. Landon,227348
Tim Story,168530
Kenneth Branagh,137094
Neil Burger,157350
Jay Oliva,217993
Jeffrey Hornaday,177888
Phil Lord,137106
Christopher Miller,137106
José Padilha,97020
Lars von Trier,249397
Farhan Akhtar,41109
Jørgen Lerdam,141614
Kari Juusonen,141614
Sean McNamara,14872
Gerry Lively,24756
Noam Murro,53182
Eric England,204349
Claudio Fäh,58767
Frank McDonald,160162
Anthony Russo,100402
Joe Russo,100402
Peter Lepeniotis,227783
Nicolas Vanier,204668
Uwe Boll,12685
Uwe Boll,17456
James Bobin,145220
Jon Jones,38626
Gareth Evans,180299
Charles Band,40740
Marc Webb,102382
Ethan Spaulding,251519
C. Courtney Joyner,47628
Harold Cronk,249660
Carlos Saldanha,172385
BJ McDonnell,167575
Michael Tiddes,184345
Darrell Rooney,12242
Lynne Southerland,12242
Joe Menendez,137475
Michael Feifer,236417
Nicholas Stoller,195589
Richard Rich,258096
Stephen Herek,16931
Bryan Singer,127585
Ahmed El Maanouni,215407
Russ Meyer,5157
Christopher McQuarrie,177677
Craig Moss,255268
Phil Flores,128841
Mitchell Altieri,128841
Phil Lord,187017
Christopher Miller,187017
Dean DeBlois,82702
Roy Ward Baker,26480
Chang Cheh,26480
Michael Bay,91314
Roberts Gannaway,218836
Matt Reeves,119450
James DeMonaco,238636
James Gunn,118340
Patrick Hughes,138103
Ulrich Seidl,150897
Michael Winterbottom,242088
Jérôme Salle,57331
Trish Sie,243683
Kevin O'Neill,284711
Jonathan Liebesman,98566
Ask Hasselbalch,198436
Shinji Aramaki,269650
Gerald Thomas,22937
Fred F. Sears,292893
Robert Rodriguez,189
Frank Miller,189
John Stockwell,273621
Phil Rosen,38462
James Manera,199933
Gerald Thomas,32109
Harry Lachman,29328
Wes Ball,198663
Anthony C. Ferrante,248504
Kaare Andrews,157424
John R. Leonetti,250546
Eugene Forde,38455
H. Bruce Humberstone,25148
H. Bruce Humberstone,28044
James Isaac,38084
Jeff Tremaine,273641
Richard Rich,54113
Richard Thorpe,43398
Chad Stahelski,245891
David Leitch,245891
Ned Benson,157829
Lynn Shores,38457
Norman Foster,33388
Herbert I. Leeds,33389
Richard Rich,28302
Norman Foster,38458
Phil Rosen,38463
John G. Blystone,267333
John Gilling,39262
Seth Holt,39263
Stiles White,242512
Eugene Forde,38456
Gordon Wiles,33708
Roel Reiné,151933
Roel Reiné,260063
Larry Latham,31473
Kari Skogland,25752
Ethan Wiley,25751
Guy Magar,25753
Lesley Selander,51649
Greg McLean,199534
Peggy Holmes,75258
Roberts Gannaway,75258
Klay Hall,25475
Fred M. Wilcox,61856
Timothy Armstrong,105528
Don Michael Paul,290729
Sam Firstenberg,64160
Timothy Armstrong,255476
Terry O. Morse,38470
Kristine Peterson,40661
William Castle,28668
Tommy Wirkola,241842
Reginald Le Borg,64075
Harry Lachman,38460
Shintarô Katsu,40644
Te-Sheng Wei,98344
Kurt Engfehr,291155
Don Sharp,38125
Francis Lawrence,131631
Raffaele Mertes,58433
Damian Lee,21811
Bobby Farrelly,100042
Peter Farrelly,100042
Charles Martin Smith,227735
Mohit Suri,192558
Rodney Ascher,193726
Bill Plympton,193726
Erik Matti,193726
Lancelot Oduwa Imasuen,193726
Kristina Buozyte,193726
Bruno Samper,193726
Vincenzo Natali,193726
Larry Fessenden,193726
Julien Maury,193726
Alexandre Bustillo,193726
E.L. Katz,193726
Jen Soska,193726
Aharon Keshales,193726
Navot Papushado,193726
Julian Gilbey,193726
Dennison Ramalho,193726
Jerome Sable,193726
Robert Morgan,193726
Sylvia Soska,193726
Chris Nash,193726
Hajime Ohata,193726
Sôichi Umezawa,193726
Todd Rohal,193726
Julian Barratt,193726
Alejandro Brugués,193726
Jim Hosking,193726
Robert Boocheck,193726
Marvin Kren,193726
Juan Martínez Moreno,193726
Steven Kostanski,193726
Ryûhei Kitamura,241868
Soi Cheang,119892
Colin Trevorrow,135397
Giuseppe Colizzi,41608
Sean Anders,227159
Ralph Thomas,68337
Ralph Thomas,68242
Eric Darnell,270946
Simon J. Smith,270946
Wes Ball,294254
Ralph Thomas,68339
Charles Bail,2139
Peter Hewitt,134375
Erwin C. Dietrich,99361
Steve Rash,15261
Don Michael Paul,285423
Alex Zamm,289728
Peter Jackson,122917
Duccio Tessari,18450
Duccio Tessari,56431
Albert Maysles,47491
David Maysles,47491
Bruno Corbucci,61925
Matthew Vaughn,207703
Shawn Levy,181533
Gerald Thomas,32113
Gerald Thomas,21240
Enzo Barboni,11612
Joel Soisson,37529
Martin Kitrosser,70984
Corey Yuen Kwai,42012
Olivier Megaton,260346
Alan Taylor,87101
Tom Harper,288158
Sebastian Junger,267872
Mark A.Z. Dippé,132601
Taedong Park,132601
Oleg Stepchenko,208763
Jim Kammerud,13654
Brian Smith,13654
Harvey Glazer,19824
Brett Leonard,13360
Declan O'Brien,125509
David Worth,18015
David Petrarca,9817
Gianfranco Parolini,52916
Chris Angel,28635
Steven Ayromlooi,19288
Adam Grossman,27770
Brian Yuzna,37526
Gerald Thomas,19254
Chris Angel,38157
Bob Misiorowski,42185
Alfonso Brescia,48193
Spencer Gordon Bennet,220504
Kurt Neumann,55872
David Worth,42187
Lesley Selander,90955
Fred Walton,30554
Alex Zamm,84575
Daniel Zelik Berk,27771
Marty Weiss,49597
Tripp Reed,15066
Bert I. Gordon,38269
Declan O'Brien,259074
Bill L. Norton,37404
Robert Vince,51438
Robert Vince,21518
Robert Vince,9973
Robert Vince,48844
Robert Vince,142308
Robert Vince,149910
Eric Freiser,26042
Rich Correll,58664
William Asher,27376
Albert Pyun,60173
Albert Pyun,107096
Michael Carreras,39044
John H. Williams,45662
George Miller,76341
Leigh Whannell,280092
J.J. Abrams,140607
Joss Whedon,99861
Peyton Reed,102899
Tim Miller,293660
James Gunn,283995
Anthony Russo,271110
Joe Russo,271110
Bryan Singer,246655
Dick Lowry,118439
Jerry Lewis,33733
Gianfranco Parolini,72032
Avi Nesher,41235
Brendan Maher,172386
Phil Rosen,38468
Terron R. Parsons,193603
William Beaudine,55603
S. Sylvan Simon,90460
S. Sylvan Simon,90461
S. Sylvan Simon,90465
Phil Karlson,38465
Chris Stokes,42354
Vladlen Barbe,164372
Maksim Sveshnikov,164372
Peter Godfrey,149793
John Guillermin,43205
Fred M. Wilcox,128854
Ethan Spaulding,297556
Israel Luna,207475
Dick Lowry,44789
Terry O. Morse,38469
William Shatner,113219
Stefano Milla,188357
David Wickes,55762
George Erschbamer,71200
Howard Bretherton,38472
Paul Tanter,233487
Sam Taylor-Johnson,216015
Mary Lambert,34205
Joan Espinach,89247
Ricardo Ramón,89247
Takeshi Kitano,121828
Jim Kammerud,9948
Virgil W. Vogel,43716
André Hunebelle,1871
Jaume Balagueró,185341
Rafal Zielinski,25164
Rafal Zielinski,44191
Rafal Zielinski,104413
Giuliano Carnimeo,83140
Giuliano Carnimeo,83136
Giuliano Carnimeo,83124
David M. Evans,24476
Luigi Cozzi,30577
Stelvio Massi,69569
Mikael Ekman,37727
Christjan Wegner,57548
Peter R. Hunt,46971
Oz Scott,47631
Don Edmonds,7392
Dean Cundey,11425
