cast,revenue,movies,return
Angela Bassett,589341490.0,5,3.8386905871428576
Angela Boyd,155721132.0,1,6.4883805
Angela Cartwright,0.0,1,0.0
Angela Davis,173567581.0,1,4.691015702702702
Angela Dee,299370084.0,1,1.7610004941176471
Angela Douglas,0.0,3,0.0
Angela Galuppo,747862775.0,1,2.9914511
Angela Goethals,476684675.0,1,26.482481944444444
Angela Gots,0.0,1,0.0
Angela Grant,0.0,1,0.0
Angela Greenblatt,332000000.0,1,8.3
Angela Greene,0.0,1,0.0
Angela Jones,0.0,1,0.0
Angela Kerecz,169837010.0,1,4.24592525
Angela Lansbury,499840375.0,3,6.664538333333333
Angela Lanza,145128803.0,2,3.389981984962406
Angela Little,0.0,1,0.0
Angela Luce,0.0,1,0.0
Angela Means,0.0,1,0.0
Angela Meryl,296655431.0,1,4.7088163650793655
Angela Montoya,0.0,1,0.0
Angela Moore,53187659.0,2,1.156253456521739
Angela O'Neill,0.0,1,0.0
Angela Oberer,0.0,1,0.0
Angela Paton,267425203.0,2,6.601083663636364
Angela Robinson,85215580.0,2,3.2861878333333334
Angela Russo-Otstot,714766572.0,1,4.204509247058824
Angela Sarafyan,829000000.0,1,6.908333333333333
Angela Scoular,123719211.0,2,8.04509348076923
Angela Shelton,242988466.0,1,2.42988466
Angela Staines,775398007.0,1,70.49072790909091
Angela Sun,65569869.0,1,3.27849345
Angela Tommasi Di Lampedusa,0.0,1,0.0
Angela Trimbur,39421467.0,1,2.6280978
Angela Vint,72527595.0,1,5.1805425
AngelaBaby,471649385.0,4,1.1759089599567099
Angeles Woo,0.0,1,0.0
Angelica Flameno,459270619.0,1,13.122017685714285
Angelica Huesca,114194847.0,1,9.51623725
Angelica Lee,0.0,1,0.0
Angelica Mandy,895921036.0,1,5.9728069066666665
Angelina Armani,0.0,1,0.0
Angelina Assereto,244082376.0,1,4.0680396
Angelina Estrada,34872033.0,1,3.170184818181818
Angelina Hadjimitova,0.0,1,0.0
Angelina Jolie,2508086402.0,7,2.910221938478089
Angeline Appel,140470746.0,1,4.2566892727272725
Angeline Ball,0.0,2,0.0
Angelique Sky,0.0,1,0.0
Angelis Alexandris,890871626.0,1,3.4529907984496124
Angell Conwell,0.0,1,0.0
Angelo Infanti,245066411.0,3,13.614800611111113
Angelo Nazzo,10000000.0,1,5.055611729019211
Angelo Novi,6000000.0,1,5.0
Angelo Olivier,415484914.0,1,3.4623742833333333
Angelo Pellegrino,0.0,1,0.0
Angelo Renai,712171856.0,1,6.4742896
Angelo Rossitto,36230219.0,2,1.4721121158361168
Angelo Tiffe,0.0,1,0.0
Angie Bolling,98681173.0,2,2.6910497241758238
Angie Dillard,498134725.0,2,6.9843544375
Angie Everhart,0.0,1,0.0
Angie Harmon,58795814.0,2,1.04992525
Angie Milliken,8642858.0,1,0.0
Angie Stone,153997819.0,1,6.15991276
Angry Anderson,36230219.0,1,2.9442242316722336
Angus Barnett,1616011224.0,2,3.9409924666666667
Angus Cook,1056057273.0,1,5.280286365
Angus MacInnes,2133323708.0,5,16.966621096905723
Angus MacKay,49364621.0,1,0.0
Angus MacLane,1028570889.0,1,5.142854445
Angus Macfadyen,303229448.0,3,10.107648266666667
Angus Sampson,580171341.0,4,19.407218508333333
Angus Scrimm,34990429.0,5,9.106600426666665
Angus Sutherland,0.0,1,0.0
Angus T. Jones,0.0,1,0.0
Ania Pieroni,0.0,1,0.0
Anica Barbosa,0.0,1,0.0
Anick Wiget,809342332.0,1,4.496346288888889
Aniela Kurylo,88923251.0,1,4.940180611111111
Anil Biltoo,403170142.0,1,3.1013087846153846
Anil Kapoor,731213380.0,4,1.1977816896551725
Anina Youroukova,0.0,1,0.0
Anish Jethmalani,873260194.0,1,3.493040776
Anissa Borrego,217022588.0,1,3.1915086470588236
Anita Bartolucci,0.0,1,0.0
Anita Briem,101702060.0,1,2.2600457777777776
Anita Camargo,0.0,1,0.0
Anita Farmer Bergman,1238764765.0,1,4.95505906
Anita Harder,1012189.0,1,2.8512366197183097
Anita Kay,0.0,1,0.0
Anita Keal,12534817.0,1,0.0
Anita Marie Curran,165335153.0,1,4.468517648648649
Anita Mui,0.0,1,0.0
Anita Olanick,0.0,1,0.0
Anita Rice,247275374.0,1,15.454710875
Anita Sharp-Bolster,0.0,1,0.0
Anita Thomas,0.0,1,0.0
Anjali Jay,349424282.0,1,2.7513722992125986
Anjela Nedyalkova,41412709.0,1,2.3007060555555556
Anjelah N. Johnson,443140005.0,1,5.9085334
Anjelia Pelay,890871626.0,1,3.4529907984496124
Anjelica Huston,446600054.0,7,1.80038645
Anjelo 'Lil Demon' Baligad,159291809.0,1,5.309726966666667
Anjini Taneja Azhar,467365246.0,1,2.4598170842105263
Anjori Alagh,0.0,1,0.0
Ankie Beilke,0.0,1,0.0
Ankit Tiwari,16000000.0,1,12.307692307692308
Ann B. Davis,51132598.0,1,1.7044199333333334
Ann Bell,0.0,1,0.0
Ann Blake,0.0,1,0.0
Ann Bormann,68700000.0,1,6.542857142857143
Ann Carter,0.0,1,0.0
Ann Christine,258022233.0,1,1.84301595
Ann Codee,0.0,2,0.0
Ann Crilley,39846344.0,1,6.641057333333333
Ann Dane,0.0,1,0.0
Ann Dominic,242988466.0,1,2.42988466
Ann Dowd,309982625.0,3,1.600088196296296
Ann Dusenberry,187884007.0,1,9.39420035
Ann George,0.0,1,0.0
Ann Gillis,336147150.0,2,159.12641108891108
Ann Hamilton,122513057.0,1,8.277909256756757
Ann Lancaster,45300000.0,1,8.38888888888889
Ann Lynn,12368234.0,1,0.0
Ann Magnuson,215887717.0,1,3.482059951612903
Ann Marie,0.0,1,0.0
Ann Marie Lee,38903179.0,1,0.0
Ann McKenzie,0.0,1,0.0
Ann Miller,0.0,1,0.0
Ann Muffly,21028755.0,1,2.628594375
Ann Noland,35976000.0,1,8.994
Ann Ogbomo,1352445447.0,2,4.083288161073826
Ann Rebbot,41158757.0,1,22.86597611111111
Ann Reinking,57059003.0,1,1.14118006
Ann Russo,1868071067.0,2,4.408863613529412
Ann Rutherford,0.0,3,0.0
Ann Ryerson,59318401.0,2,6.5658715
Ann Sofie Vejby,0.0,1,0.0
Ann Talman,43848069.0,1,2.9232046
Ann Truong,0.0,1,0.0
Ann Turkel,0.0,1,0.0
Ann Tuts,7471304.0,1,1.9407012735220255
Ann Whitney,368875760.0,1,8.38354
Ann Wolfe,820580447.0,1,5.507251322147651
Ann-Margret,84500122.0,3,2.3472256111111114
Anna Akana,519311965.0,1,3.9947074230769233
Anna Anka,247275374.0,1,15.454710875
Anna Ardova,12400000.0,1,1.7714285714285714
Anna Bakacs,1012189.0,1,2.8512366197183097
Anna Bjorn,15014674.0,1,6.0058696
Anna Bolt,343144117.0,2,3.4077555815850817
Anna Brewster,2068223624.0,1,8.44172907755102
Anna Brobeck,16680836.0,1,1.6680836
Anna Cachia,0.0,1,0.0
Anna Calder-Marshall,0.0,1,0.0
Anna Camp,402856620.0,2,8.34966293306288
Anna Cathcart,0.0,1,0.0
Anna Chancellor,28818995.0,2,0.5542114423076923
Anna Chlumsky,0.0,2,0.0
Anna Churina,34592118.0,1,1.330466076923077
Anna Colwell,1861942120.0,2,6.2150341052631575
Anna Dubrovskaya,70862717.0,2,8.436037738095237
Anna Faris,2536219670.0,11,4.763919219655359
Anna Friel,27610873.0,1,0.9203624333333333
Anna Hagan,1109660.0,2,0.034676875
Anna Hoelck,169956806.0,1,1.4163067166666667
Anna House,153997819.0,1,6.15991276
Anna Karen,0.0,2,0.0
Anna Karin,0.0,1,0.0
Anna Karina,0.0,1,0.0
Anna Katarina,385680446.0,3,0.8570676577777778
Anna Kendrick,2915963910.0,6,9.708892735798385
Anna Khomute,0.0,1,0.0
Anna Kuchma,134748021.0,1,1.9249717285714285
Anna Lee,0.0,1,0.0
Anna Levine,279255093.0,4,4.158086553508772
Anna Lisa Mendiola,90449929.0,1,3.230354607142857
Anna Loos,0.0,1,0.0
Anna Lore,0.0,1,0.0
Anna Magnani,0.0,1,0.0
Anna Maiche,217022588.0,1,3.1915086470588236
Anna Manahan,27100027.0,1,1.9637700724637681
Anna Maria Everett,274703340.0,1,2.388724695652174
Anna Maria Horsford,185050698.0,3,3.735328111111111
Anna Maria Perez de Tagle,0.0,1,0.0
Anna Marie Goddard,296655431.0,1,4.7088163650793655
Anna Massey,0.0,1,0.0
Anna Melita,0.0,1,0.0
Anna Nagata,25000000.0,2,2.7777777777777777
Anna Nakagawa,0.0,1,0.0
Anna Nicole Smith,146358714.0,2,1.750569551572327
Anna Norberg,40031879.0,1,3.127490546875
Anna Paquin,2008412092.0,5,3.0530014045974028
Anna Patton,0.0,1,0.0
Anna Popplewell,1584144587.0,3,2.9023342008004778
Anna Quayle,41744718.0,1,3.4787265
Anna Ross,104303851.0,1,10.4303851
Anna Shaffer,3230265065.0,3,6.09635342
Anna Sherbinina,40924982.0,1,1.605113444604775
Anna Skellern,0.0,1,0.0
Anna Slotky,476684675.0,1,26.482481944444444
Anna Slyusareva,70862717.0,2,8.436037738095237
Anna Starnino,1702394.0,1,0.3404788
Anna Stokholm,0.0,1,0.0
Anna Talakkottur,1513528810.0,1,10.090192066666667
Anna Tolputt,0.0,1,0.0
Anna Upstrom,39846344.0,1,6.641057333333333
Anna Van Hooft,0.0,1,0.0
Anna Walton,160388063.0,1,1.886918388235294
Anna Wing,0.0,1,0.0
Anna Wintour,55969000.0,1,1.11938
Anna von Rosen,0.0,1,0.0
Anna-Leena Härkönen,0.0,1,0.0
Anna-Lotta Larsson,0.0,1,0.0
Anna-Louise Plowman,88323487.0,2,0.88323487
Annabel Armour,108047131.0,1,5.686691105263158
Annabel Chu,129394835.0,1,2.875440777777778
Annabel Mullion,457696359.0,1,5.7212044875
Annabel Norbury,644571402.0,1,3.7915964823529413
Annabel Wright,0.0,1,0.0
Annabella Incontrera,0.0,2,0.0
Annabelle Apsion,0.0,1,0.0
Annabelle Gurwitch,164433867.0,1,2.74056445
Annabelle Wallis,608897937.0,2,20.741522541346153
Annalee Jefferies,4242978.0,1,8.485956
Annaleigh Ashford,1689471795.0,2,7.441648896666667
Annalise Basso,81705746.0,1,9.078416222222222
Annalise Woods,0.0,1,0.0
Annamaria Clementi,0.0,1,0.0
Annarie Boor,1964824116.0,3,4.5749078592344015
Anne Archer,424138409.0,3,2.7312465033154125
Anne Bancroft,0.0,1,0.0
Anne Bartoletti,0.0,1,0.0
Anne Bellamy,0.0,1,0.0
Anne Betancourt,783766341.0,1,3.918831705
Anne Bruner,25533818.0,1,10.2135272
Anne Darling,0.0,1,0.0
Anne De Salvo,95461682.0,1,13.637383142857143
Anne Dupont,0.0,1,0.0
Anne Ewen,18637690.0,1,6.212563333333334
Anne Fletcher,728591484.0,5,7.042926230486543
Anne Francis,52223306.0,1,3.7302361428571427
Anne G. Sterling,0.0,3,0.0
Anne Gartlan,890871626.0,1,3.4529907984496124
Anne Gaybis,75126014.0,2,7.789253958333333
Anne Girard,34560577.0,1,1.72802885
Anne Graf,0.0,1,0.0
Anne Grimenstein,714766572.0,1,4.204509247058824
Anne Gwynne,0.0,3,0.0
Anne Hathaway,3706162863.0,9,3.524454659955814
Anne Heche,125586134.0,2,3.693709823529412
Anne Jeffreys,0.0,1,0.0
Anne Judson-Yager,0.0,1,0.0
Anne Kent,0.0,1,0.0
Anne Lacy,895921036.0,1,5.9728069066666665
Anne Leighton,385680446.0,1,2.5712029733333335
Anne Lockhart,5450815.0,1,4.955286363636364
Anne Machette,40485039.0,1,4.0485039
Anne Marie Damman,873260194.0,1,3.493040776
Anne Marie Guenette,0.0,1,0.0
Anne Marie McEvoy,14000000.0,1,17.5
Anne Meara,1140899414.0,4,3.65859331
Anne Merrem,201957688.0,1,13.463845866666666
Anne Moen,0.0,1,0.0
Anne Nagel,0.0,2,0.0
Anne O'Sullivan,350448145.0,1,11.681604833333333
Anne Ramsay,0.0,1,0.0
Anne Ramsey,70687344.0,1,0.0
Anne Randall,0.0,1,0.0
Anne Reid,0.0,1,0.0
Anne Revere,0.0,2,0.0
Anne Seymour,15122000.0,2,0.0
Anne Stedman,176104344.0,1,2.515776342857143
Anne Vyalitsyna,304654182.0,1,3.3114585
Anne Wittman,1223693878.0,2,4.805898737037037
Anne-Marie Johnson,0.0,1,0.0
Anne-Marie Martin,40330054.0,2,12.504881600000001
Anne-Marie Peysson,0.0,1,0.0
Anneliese van der Pol,80547866.0,1,4.0273933
Annemieke Bakker,8786756.0,1,5.857837333333333
Annet Mahendru,373552094.0,1,2.829940106060606
Annett Culp,0.0,1,0.0
Annette Azcuy,0.0,1,0.0
Annette Charles,181813770.0,1,30.302295
Annette Crosbie,30471420.0,1,7.617855
Annette Funicello,0.0,6,0.0
Annette Helde,0.0,1,0.0
Annette Houlihan Verdolino,167221571.0,1,23.888795857142856
Annette Jones,775398007.0,1,70.49072790909091
Annette Lawless,1519557910.0,1,6.907081409090909
Annette May,332000000.0,1,8.3
Annette Michael,0.0,1,0.0
Annette O'Toole,154719132.0,2,4.258631730769231
Annick Obonsawin,0.0,1,0.0
Annie Anderson,0.0,1,0.0
Annie Arbogast,572700000.0,1,17.7032457496136
Annie Byron,9630444.0,1,1.2038055
Annie Corley,0.0,1,0.0
Annie Costner,17626234.0,1,0.220327925
Annie Hinton,90449929.0,1,3.230354607142857
Annie Ilonzeh,226497209.0,1,2.384181147368421
Annie Kitral,218340595.0,1,3.6390099166666667
Annie Lamaje,22168359.0,1,2.771044875
Annie Lopez,1274219009.0,1,8.494793393333333
Annie Louise Ross,16491080.0,1,4.12277
Annie McAuley,0.0,1,0.0
Annie McEnroe,52468998.0,3,1.1659777333333334
Annie Meyers-Shyer,89325780.0,1,0.0
Annie Parisse,347451894.0,1,3.47451894
Annie Penn,403170142.0,1,3.1013087846153846
Annie Potts,1237121583.0,5,4.55589913246997
Annie Ross,75850624.0,4,0.4862219487179487
Annie Thurman,691210692.0,1,9.21614256
Annie Weldon,0.0,1,0.0
Annie Wu,21890845.0,1,0.0
Annie Young,320170008.0,1,8.0042502
Anniese Taylor Dendy,0.0,1,0.0
Annika Hallin,214839043.0,4,4.725279480769231
Annika Ihnat,623933331.0,1,3.119666655
Annika Pergament,240300263.0,3,1.2280585873015875
Annika Peterson,0.0,1,0.0
Anny Nelsen,0.0,1,0.0
Anona Tolar,153997819.0,1,6.15991276
Anouk Servera,11176469.0,1,3.725489666666667
Anouska Hempel,81974493.0,1,12.611460461538462
Ansel Elgort,763232964.0,3,2.5701782286987522
Anslem Richardson,705717432.0,1,3.52858716
Anson Downes,33800000.0,1,18.77777777777778
Anson Mount,38574362.0,1,2.7553115714285714
Antal Kalik,519311965.0,1,3.9947074230769233
Antar Boudache,19776159.0,1,0.0
Anteo Quintavalle,125729635.0,1,3.143240875
Anthony 'Treach' Criss,0.0,1,0.0
Anthony Ainley,0.0,1,0.0
Anthony Alabi,0.0,1,0.0
Anthony Allen,26654762.0,2,9.297136
Anthony Allgood,1342000000.0,1,10.736
Anthony Anderson,1478980048.0,10,3.471223201021062
Anthony Barrile,21930418.0,1,9.968371818181819
Anthony Bewlz,112462508.0,1,2.3429689166666665
Anthony Blackshaw,0.0,1,0.0
Anthony Brandon Wong,738599701.0,1,4.923998006666666
Anthony Burkhalter,415484914.0,1,3.4623742833333333
Anthony C. Ferrante,0.0,2,0.0
Anthony Carelli,0.0,1,0.0
Anthony Carr,273486656.0,2,7.412982108333333
Anthony Caruso,0.0,3,0.0
Anthony Cecere,192816.0,1,0.0
Anthony Chan,0.0,1,0.0
Anthony Charnota,0.0,1,0.0
Anthony Chinn,542353931.0,2,13.371742972222222
Anthony Cozens,6086508.0,1,0.0
Anthony Crivello,816969268.0,1,10.892923573333332
Anthony Daniels,7934126902.0,10,16.823562068878065
Anthony Dawson,138498765.0,3,34.06207486842106
Anthony Dean Rubes,0.0,1,0.0
Anthony Delaney,51881013.0,1,2.2556962173913044
Anthony Delon,29456000.0,1,7.364
Anthony Desio,96188903.0,1,3.4353179642857143
Anthony Dileo Jr.,34000000.0,1,9.714285714285714
Anthony Droz,240031094.0,1,3.4290156285714284
Anthony Edwards,259523198.0,4,1.63308271625
Anthony Escobar,616801808.0,1,6.358781525773196
Anthony Fiorino,0.0,1,0.0
Anthony Franciosa,45000000.0,2,11.25
Anthony Franke,0.0,1,0.0
Anthony Gee,373062864.0,1,2.48708576
Anthony Ghannam,0.0,1,0.0
Anthony Giaimo,67200000.0,1,3.36
Anthony Green,547045292.0,3,2.1982034707070706
Anthony Guidera,113374103.0,1,3.2392600857142857
Anthony Harrison,132993485.0,2,5.082284275
Anthony Heald,578557919.0,3,6.484120642363923
Anthony Hickox,13397282.0,3,0.8446985666666667
Anthony Higgins,389925971.0,2,10.831276972222222
Anthony Holland,0.0,1,0.0
Anthony Hopkins,3329148279.0,9,4.1332070005288095
Anthony Ingruber,2787965087.0,1,11.763565767932489
Anthony J. Ribustello,95226116.0,1,1.7967191698113207
Anthony J. Sacco,3497974857.0,4,6.96132548020741
Anthony James,103323411.0,2,1.8897915434782608
Anthony John Crocker,954305868.0,1,3.817223472
Anthony Johnson,28215918.0,1,8.061690857142857
Anthony Joseph,86165646.0,1,1.9147921333333333
Anthony Kemble-Cooper,0.0,1,0.0
Anthony Konechny,1114940915.0,2,8.66548330505618
Anthony LaPaglia,534742074.0,2,2.500164447692308
Anthony Lang,775398007.0,1,70.49072790909091
Anthony Mackie,3792786726.0,4,4.457933389319651
Anthony Martins,758741803.0,3,2.9569438580437577
Anthony Michael Frederick,440603537.0,1,2.842603464516129
Anthony Michael Hall,1065957996.0,3,3.1744497033033032
Anthony Milner,190458706.0,1,3.527013074074074
Anthony Milton,334901337.0,1,3.7211259666666665
Anthony Mingilino,459270619.0,1,13.122017685714285
Anthony Mockus Sr.,0.0,1,0.0
Anthony Molinari,415484914.0,1,3.4623742833333333
Anthony Montgomery,0.0,1,0.0
Anthony Nicholls,60922980.0,2,10.87910357142857
Anthony Nichols,0.0,1,0.0
Anthony O'Donnell,1108561013.0,1,5.542805065
Anthony Oseyemi,0.0,1,0.0
Anthony Peck,706069622.0,4,3.9338058222222223
Anthony Pena,33759266.0,1,5.193733230769231
Anthony Perkins,81206606.0,3,15.533530396836804
Anthony Phelan,649398328.0,1,5.411652733333334
Anthony Quayle,28900000.0,2,2.408333333333333
Anthony Quinn,28900000.0,5,0.9633333333333333
Anthony R. Jones,0.0,1,0.0
Anthony R. McClara,169837010.0,1,4.24592525
Anthony Rapp,119754278.0,1,7.484642375
Anthony Ray Parker,485682991.0,2,4.2328495888888895
Anthony Reynolds,1906650686.0,2,7.646671265
Anthony Rogers,0.0,2,0.0
Anthony Sharp,160000000.0,1,4.444444444444445
Anthony Sherwood,62646763.0,1,3.480375722222222
Anthony Simcoe,100076342.0,1,2.704766
Anthony Starke,156167015.0,2,2.440109609375
Anthony Stewart Head,411821887.0,3,1.519204077777778
Anthony Van Laast,160000000.0,1,4.444444444444445
Anthony Vance Pierce,1238764765.0,1,4.95505906
Anthony Verner,0.0,1,0.0
Anthony Warde,0.0,2,0.0
Anthony Wilson,467365246.0,1,2.4598170842105263
Anthony Wong,611795259.0,7,2.3186071819376024
Anthony Zerbe,1012766716.0,3,3.8299771703769836
Antje Traue,662845518.0,2,1.47299004
Antoine Coetzee,118587880.0,1,11.858788
Antoinette Bower,14796236.0,1,14.796236
Antoinette Kalaj,343961143.0,2,2.203629731871345
Antoinette Kellerman,378858340.0,1,2.5257222666666665
Anton Dekker,0.0,1,0.0
Anton Falk,0.0,1,0.0
Anton Kasabov,967000.0,1,0.032233333333333336
Anton Lesser,1045713802.0,1,2.7518784263157894
Anton Narinskiy,287506194.0,1,9.914006689655173
Anton Rodgers,2438031.0,2,0.04876062
Anton Stepanenko,38862717.0,1,9.253027857142857
Anton Yakovlev,325771424.0,1,6.786904666666667
Anton Yelchin,2265682992.0,7,2.6486665427392677
Antone Pagan,213954274.0,1,35.659045666666664
Antonella Giacomini,0.0,1,0.0
Antonette Garcia,276572938.0,1,2.1274841384615386
Antoni Corone,340539556.0,2,2.7313059846153847
Antonia Bernath,0.0,1,0.0
Antonia Dorian,0.0,1,0.0
Antonia Holfelder,0.0,1,0.0
Antonia Yannouli,25504513.0,1,14.169173888888889
Antonie Kamerling,78252081.0,3,0.3277968305555556
Antonietta Fiorito,0.0,1,0.0
Antonio Banderas,4208786270.0,14,3.662649857750285
Antonio Barroso,10158000.0,1,0.0
Antonio Calalani,55969000.0,1,1.11938
Antonio Cantafora,0.0,1,0.0
Antonio Casale,6000000.0,1,5.0
Antonio Casas,6000000.0,2,2.5
Antonio Daniel Hidalgo,543934787.0,1,3.0558134101123597
Antonio De Matteo,362744280.0,1,3.2976752727272727
Antonio Fargas,29201785.0,2,2.0845411499999997
Antonio Gradoli,0.0,1,0.0
Antonio Hudnell,114194847.0,1,9.51623725
Antonio Inoki,0.0,1,0.0
Antonio Molino Rojo,21000000.0,2,15.0
Antonio Monselesan,0.0,1,0.0
Antonio Mora,350448145.0,1,11.681604833333333
Antonio Moreno,1300000.0,1,0.0
Antonio Orengo,0.0,1,0.0
Antonio Prieto,14500000.0,1,72.5
Antonio Rodrigo Nogueira,274470394.0,1,3.430879925
"Antonio Sabàto, Jr.",0.0,1,0.0
Antonio Salines,880674609.0,1,3.5945902408163266
Antonio Silva,0.0,1,0.0
Antonio Summerton,0.0,1,0.0
Antonio Tarver,155721132.0,1,6.4883805
Antonio Te Maioha,55969000.0,1,1.11938
Antonio Todd,0.0,1,0.0
Antonio Valentino,655011224.0,1,4.6786516
Antony Acheampong,1570005857.0,2,3.225311031832298
Antony Alda,347451894.0,1,3.47451894
Antony Carrick,191185897.0,1,4.779647425
Antony Hagopian,55969000.0,1,1.11938
Antony Hickling,0.0,1,0.0
Antony Ponzini,0.0,1,0.0
Antony Sher,190458706.0,1,3.527013074074074
Antony Starr,69631118.0,1,3.6647956842105263
Antoñito Ruiz,21000000.0,2,15.0
Antwan Mills,1506249360.0,1,7.927628210526316
Anurita Jha,4100000.0,1,2.9285714285714284
Anya,0.0,1,0.0
Anya Avaeva,890871626.0,1,3.4529907984496124
Anya Marina,0.0,1,0.0
Anya Monzikova,623933331.0,1,3.119666655
Anya Pencheva,0.0,1,0.0
Anysha Berthot,114908830.0,1,3.8302943333333332
Anzu Lawson,0.0,1,0.0
Aoi Yuki,0.0,1,0.0
Apl.de.Ap ,95226116.0,1,1.7967191698113207
Apple Brook,938212738.0,1,6.254751586666667
April Florio,287553595.0,1,9.585119833333334
April Grace,884312989.0,3,2.1309246370833335
April Hong,1186863106.0,2,4.016115045862069
April Lerman,57059003.0,1,1.14118006
April Margera,254285295.0,3,8.444640831818182
April Marie Thomas,2787965087.0,1,11.763565767932489
April Montgomery,459270619.0,1,13.122017685714285
April Ortiz,89325780.0,1,0.0
April Parker-Jones,890871626.0,1,3.4529907984496124
April Perkins,572700000.0,1,17.7032457496136
April Rose,246984278.0,1,3.087303475
April Scott,0.0,1,0.0
April Stewart,782816921.0,2,3.5333132295659295
April Telek,148420309.0,2,5.070748539285714
April Winchell,1015222735.0,5,3.4438535394736847
Aqib Khan,3867000.0,1,1.0076544737956419
Aqueela Zoll,0.0,1,0.0
Ara Celi,31327899.0,1,1.56639495
Araba Dell'Utri,54947.0,1,0.015699142857142856
Arabella Field,347451894.0,1,3.47451894
Arabella Holzbog,0.0,1,0.0
Arabella Morton,415686217.0,1,2.6818465612903224
Aramis Knight,1084939099.0,1,4.339756396
Arata Furuta,0.0,1,0.0
Arata Iura,0.0,1,0.0
Arata Yamanaka,21660.0,1,0.0
Arav Chowdhary,12000000.0,1,8.0
Arbaaz Khan,0.0,1,0.0
Arben Bajraktaraj,3461349174.0,4,7.470299444666667
Arch Johnson,159616327.0,2,14.510575181818181
Archie Gibson,0.0,1,0.0
Archie Hahn,0.0,1,0.0
Archie Kao,0.0,1,0.0
Archie Moore,0.0,1,0.0
Archie Panjabi,28200000.0,3,2.473684210526316
Archie Twitchell,0.0,1,0.0
Arden Cho,161025640.0,1,2.300366285714286
Ardy Brent Carlson,51070807.0,1,1.276770175
Arell Blanton,0.0,1,0.0
Aretha Ayeh,809342332.0,1,4.496346288888889
Aretha Franklin,115229890.0,1,4.267773703703703
Ari Barak,15719109.0,1,3.1438218
Ari Lehman,59754601.0,1,108.6447290909091
Ari Rufino,0.0,1,0.0
Ari Segawa,0.0,1,0.0
Aria Noelle Curzon,165184237.0,1,3.6707608222222223
Ariadna Gutiérrez,346147658.0,1,4.072325388235294
Ariadne Bourbonnière,422610419.0,1,6.501698753846154
Ariana Grande,55969000.0,1,1.11938
Ariana Richards,1197746524.0,4,5.5396013616201145
Ariane Labed,11176469.0,1,3.725489666666667
Ariauna Albright,0.0,1,0.0
Arick Salmea,890871626.0,1,3.4529907984496124
Arie Verveen,189287214.0,2,12.168637416666666
Ariel Gade,41797066.0,1,1.04492665
Ariel Winter,973764061.0,7,1.7269058157142858
Ariela Barer,0.0,1,0.0
Ariella Paradise,1342000000.0,1,10.736
Arielle Dombasle,1644060.0,1,0.0
Arielle Kebbel,310988328.0,5,3.157436000628931
Arielle Sémenoff,0.0,2,0.0
Arifin Putra,2627209.0,1,0.5838242222222222
Arija Bareikis,154863694.0,2,16.815606470588236
Arinzé Kene,809342332.0,1,4.496346288888889
Aris Mejias,0.0,1,0.0
Arisa Nakamura,21660.0,1,0.0
Ariyon Bakare,2060615717.0,2,5.355166004121622
Arjay Smith,0.0,1,0.0
Arjun Pandher,333000000.0,1,11.892857142857142
Arjun Rampal,0.0,2,0.0
Arkie Reece,442824138.0,1,6.326059114285714
Arkie Whiteley,24600832.0,1,12.300416
Arleen Sorkin,5617391.0,3,0.3120772777777778
Arleen Whelan,0.0,1,0.0
Arlen Escarpeta,716631940.0,3,3.542850791414707
Arlen Stuart,0.0,1,0.0
Arlene Dahl,0.0,1,0.0
Arlene Duncan,52302796.0,1,2.6151398
Arlene Farber,41158757.0,1,22.86597611111111
Arlene Golonka,30000000.0,1,5.0
Arlene J. Phalon,201957688.0,1,13.463845866666666
Arlene Santana,626137675.0,1,5.0091014
Arletta Duncan,12000000.0,1,41.23711340206186
Arliss Howard,261491110.0,2,1.5690035890410958
Arly Jover,131183530.0,1,2.9151895555555556
Armand Cerami,115229890.0,1,4.267773703703703
Armand Kaliz,0.0,1,0.0
Armando Riesco,804815062.0,3,2.3308990517948716
Armel Bellec,75871032.0,1,0.0
Armelle,0.0,1,0.0
Armie Hammer,350170057.0,1,2.000971754285714
Armin Mueller-Stahl,189198313.0,1,2.866641106060606
Armin Shimerman,10472243.0,2,0.6413181666666666
Army Archerd,33395426.0,1,5.757832068965517
Arnaud Beunaiche,19776159.0,1,0.0
Arnaud Henriet,214034224.0,1,3.567237066666667
Arnaud Maillard,40924982.0,1,1.605113444604775
Arndt Schwering-Sohnrey,0.0,1,0.0
Arne Starr,890871626.0,1,3.4529907984496124
Arnie Ross,0.0,1,0.0
Arno Frey,0.0,2,0.0
Arnold Bell,0.0,1,0.0
Arnold Chun,836297228.0,2,2.7876574266666667
Arnold Johnson,129356765.0,2,60.13277575
Arnold Montey,809342332.0,1,4.496346288888889
Arnold Ridley,0.0,1,0.0
Arnold Roberts,76657000.0,1,0.0
Arnold Schwarzenegger,3668943908.0,16,4.2858389401371175
Arnold Vosloo,1284353270.0,7,2.509566428713962
Arnold Williams,0.0,1,0.0
Aron Eisenberg,1738897.0,2,0.0
Aron Hijar,1422910.0,2,0.0
Aron Kincaid,0.0,2,0.0
Aron Valgeirsson,37473.0,1,0.0
Aron Warner,2471397790.0,3,5.228988097891414
Aroon Seeboonruang,254455986.0,1,3.180699825
Arsenio 'Sonny' Trinidad,277091019.0,3,3.817779825
Arshad Warsi,0.0,4,0.0
Art Carney,17080167.0,1,1.1386778
