cast,revenue,movies,return
Ismael Martínez,10158000.0,1,0.0
Isobel Black,0.0,1,0.0
Isobel Brook,415885488.0,1,5.1985686
Israel Aduramo,733263305.0,3,1.887347363888889
Israel Hall,1519557910.0,1,6.907081409090909
Israel Juarbe,110627965.0,1,5.028543863636363
Israel Luna,0.0,2,0.0
Issa Arnal,0.0,1,0.0
Issac Ryan Brown,873260194.0,1,3.493040776
Issei Futamata,0.0,1,0.0
Isshin Chiba,0.0,1,0.0
Italia Coppola,47542841.0,1,3.6571416153846155
Italia Ricci,0.0,1,0.0
Itziar Castro,10158000.0,1,0.0
Iva Jean Saraceni,21028755.0,1,2.628594375
Iva Rifkin,6347072.0,1,0.0
Ivailo Dimitrov,0.0,1,0.0
Ivan 'Flipz' Velez,254517925.0,2,3.553223068238994
Ivan Dixon,0.0,1,0.0
Ivan F. Simpson,0.0,1,0.0
Ivan G'Vera,798245960.0,2,5.316819866666666
Ivan Iliev,0.0,1,0.0
Ivan Ivanov,0.0,1,0.0
Ivan J. Rado,0.0,1,0.0
Ivan Kostadinov,206172544.0,2,1.1454030222222222
Ivan Koumaev,159291809.0,1,5.309726966666667
Ivan Labanda,0.0,1,0.0
Ivan Mares,155010032.0,1,2.870556148148148
Ivan Marevich,82169884.0,1,1.64339768
Ivan Markota,0.0,1,0.0
Ivan Miller,0.0,2,0.0
Ivan Mokhovikov,34592118.0,1,1.330466076923077
Ivan Okhlobystin,12400000.0,1,1.7714285714285714
Ivan Pecnik,2227167.0,1,0.0
Ivan Rassimov,0.0,2,0.0
Ivan Roars,0.0,1,0.0
Ivan Shvedoff,983213597.0,2,4.318898159310345
Ivan Triesault,0.0,1,0.0
Ivan Urgant,22772019.0,2,2.2772019
Ivana Bozilovic,0.0,1,0.0
Ivana Miličević,599045960.0,3,1.3312132444444444
Ivana Moore,16894678.0,1,0.0
Ivana Pekovic,0.0,1,0.0
Ivano Marescotti,351692268.0,1,4.042439862068965
Ivano Staccioli,0.0,1,0.0
Ivar Brogger,255273813.0,1,39.272894307692304
Ivar Lykke,37473.0,1,0.0
Ivaylo Geraskov,0.0,1,0.0
Ivette González,226830568.0,1,9.07322272
Ivica Pajer,0.0,1,0.0
Ivo Henderson,0.0,1,0.0
Ivo Tonchev,0.0,1,0.0
Ivonne Coll,47542841.0,1,3.6571416153846155
Ivor Emmanuel,8000000.0,1,2.2857142857142856
Ivory Ocean,0.0,1,0.0
Ivory Williams,0.0,1,0.0
Ivy Bethune,381109762.0,1,20.05840852631579
Ivy George,78096553.0,1,7.8096553
Ivy Thayer,85313124.0,1,0.0
Iván González,21660.0,1,0.0
Iván Rafael,250288523.0,1,2.6346160315789473
Iwona Szczęsna,0.0,1,0.0
Izaak Smith,226497209.0,1,2.384181147368421
Izabella Miko,318878785.0,3,1.258832415111111
Izabella Scorupco,430194620.0,2,3.5236591280172416
Izz Xu,0.0,1,0.0
Izzie  Galanti,103590271.0,1,20.7180542
Izzy Meikle-Small,396600000.0,1,2.3329411764705883
J Barton,124914842.0,1,2.7758853777777777
J-Boog,0.0,1,0.0
J. Adam Brown,0.0,1,0.0
J. Adam Glover,43848069.0,1,2.9232046
J. Anthony Hughes,0.0,2,0.0
J. Aubrey Island,154323.0,1,0.617292
J. B. Blanc,141702264.0,1,0.0
J. Brandon Hill,0.0,1,0.0
J. Bryan Morse,0.0,1,0.0
J. C. Robaina,1215439994.0,1,6.07719997
J. Carrol Naish,0.0,5,0.0
J. D. Cannon,45000000.0,1,22.5
J. D. Pardo,70067909.0,1,3.687784684210526
J. Damian Anastasio,0.0,1,0.0
J. Dinan Myrtetus,32222567.0,1,3.7908902352941176
J. Downing,0.0,2,0.0
J. Edward Bromberg,0.0,2,0.0
J. Evan Bonifant,0.0,1,0.0
J. Farrell MacDonald,0.0,1,0.0
J. Gunnis Davis,0.0,1,0.0
J. J. Feild,370569774.0,1,2.646926957142857
J. J. Hardy,474171806.0,1,9.878579291666666
J. Jewels,118587880.0,1,11.858788
J. Karen Thomas,0.0,1,0.0
J. Kenneth Campbell,12274202.0,2,0.10423716363636364
J. Larose,260885965.0,4,20.265112041666665
J. M. Kerrigan,0.0,2,0.0
J. Madison Wright,0.0,1,0.0
J. Mark Donaldson,217022588.0,1,3.1915086470588236
J. Marvin Campbell,0.0,1,0.0
J. Michael Straczynski,449326618.0,1,2.995510786666667
J. Michael Tatum,0.0,2,0.0
J. N. Roberts,0.0,1,0.0
J. Omar Castro,17280326.0,1,0.8640163
J. Pat O'Malley,421723626.0,4,26.357726624999998
J. Patrick McNamara,40485039.0,2,2.02425195
J. Paul Broadhead,0.0,1,0.0
J. Randolph Harrison,78371200.0,1,12.2455
J. Smith-Cameron,17762705.0,1,0.8458430952380952
J. Stephen Peace,0.0,3,0.0
J. Trevor Edmond,54207.0,3,0.009034499999999999
J. Wesley Huston,78868508.0,1,6.572375666666667
J. Winston Carroll,0.0,1,0.0
J.B. Baron,0.0,1,0.0
J.B. Rogers,287553595.0,2,4.792559916666667
J.B. Smoove,402464229.0,2,3.0301997416666664
J.C. Brandy,15116634.0,1,3.0233268
J.C. Kenny,480130501.0,2,3.7225015444444445
J.C. Quinn,3412497.0,1,2.7299976
J.D. Evermore,729282256.0,2,5.196412743137255
J.D. Hall,0.0,1,0.0
J.D. Smith,0.0,1,0.0
J.D. Souther,0.0,1,0.0
J.D. Walsh,705717432.0,1,3.52858716
J.E. Freeman,340051587.0,3,2.090329215873016
J.H. Wyman,0.0,1,0.0
J.J. Anderson,287928194.0,1,5.75856388
J.J. Cohen,960593262.0,4,8.617899525328948
J.J. Jackson,572700000.0,1,17.7032457496136
J.J. Johnston,2955917.0,3,0.0
J.J. Perry,51376861.0,1,1.7125620333333333
J.J. Phillips,1506249360.0,1,7.927628210526316
J.K. Simmons,3570604644.0,6,3.5072697048404
J.P. Luebsen,0.0,1,0.0
J.P. Manoux,0.0,2,0.0
J.P. Murrieta,389681935.0,1,2.3617086969696968
J.R. Bookwalter,0.0,1,0.0
J.T. Walsh,18994653.0,1,0.0
J.W. Fails,4662137.0,1,0.0
J.W. Smith,78247647.0,1,4.602802764705882
JB Tadena,114194847.0,1,9.51623725
JD Pardo,829000000.0,1,6.908333333333333
JR Bourne,0.0,2,0.0
JR Reed,631744560.0,1,4.859573538461539
Ja Rule,207283925.0,1,5.454840131578948
Ja'net DuBois,259175788.0,2,1.0798991166666667
Jaa Smith-Johnson,747862775.0,1,2.9914511
Jaak Van Assche,7471304.0,1,1.9407012735220255
Jaason Simmons,27354.0,2,0.0
Jabari Gray,705717432.0,1,3.52858716
Jabari Simba,124827316.0,1,3.1206829
Jabari Thomas,229350426.0,2,20.157365470588235
Jace Jeanes,218340595.0,1,3.6390099166666667
Jacek Koman,149217355.0,1,2.6178483333333333
Jacinda Barrett,78777382.0,2,1.7796859857142857
Jacinto Rodriguez,287506194.0,1,9.914006689655173
Jack A. Goodrich,0.0,1,0.0
Jack Albertson,114363118.0,4,4.8489892333333335
Jack Angel,3115946387.0,5,8.200775829616541
Jack Armstrong,0.0,1,0.0
Jack Baun,172363301.0,1,7.181804208333333
Jack Betts,821708551.0,1,5.911572309352518
Jack Black,2497625339.0,8,3.3946859795627216
Jack Blum,0.0,1,0.0
Jack Buchanan,0.0,1,0.0
Jack Bushong,0.0,1,0.0
Jack C. Smith,0.0,1,0.0
Jack Carpenter,300473716.0,1,9.692700516129031
Jack Carter,0.0,2,0.0
Jack Cheatham,1423000.0,1,6.285113600226141
Jack Chefe,0.0,1,0.0
Jack Clifford,0.0,1,0.0
Jack Collins,159616327.0,1,29.021150363636362
Jack Conley,619596078.0,6,3.856694724673203
Jack Creley,71640506.0,2,0.0
Jack Crocicchia,660940780.0,1,8.26175975
Jack Curtis,12000000.0,3,13.745704467353953
Jack Cutmore-Scott,414351546.0,1,5.115451185185186
Jack Daly,0.0,1,0.0
Jack Davenport,3096022582.0,4,4.58143379462963
Jack David Walker,808114.0,1,0.0
Jack Deery,0.0,1,0.0
Jack Depew,0.0,1,0.0
Jack Dillard,0.0,1,0.0
Jack Donner,0.0,1,0.0
Jack Douglas,0.0,1,0.0
Jack Elam,100257652.0,3,1.3366588703703703
Jack Foley,662845518.0,1,2.94598008
Jack Freshkin,0.0,1,0.0
Jack Gardner,0.0,1,0.0
Jack Gilford,125019235.0,3,0.4766651238095238
Jack Gleeson,374218673.0,1,2.4947911533333333
Jack Gordon,370569774.0,1,2.646926957142857
Jack Gwillim,0.0,1,0.0
Jack Haley,0.0,1,0.0
Jack Harris,0.0,1,0.0
Jack Hawkins,8000000.0,1,2.2857142857142856
Jack Hedley,195312802.0,2,3.487728607142857
Jack Holt,4000000.0,1,29.850746268656717
Jack Huff,0.0,1,0.0
Jack Huston,698491347.0,1,10.271931573529411
Jack Ingram,0.0,3,0.0
Jack Johns,0.0,1,0.0
Jack Kao Kuo-Hsin,0.0,1,0.0
Jack Kehler,441818803.0,2,1.5779242964285713
Jack Kehoe,159616327.0,2,14.510575181818181
Jack Kelly,0.0,1,0.0
Jack Kennedy,0.0,1,0.0
Jack Kenney,0.0,1,0.0
Jack Klaff,970710809.0,2,38.73309256168831
Jack Knight,250418014.0,4,3.4068948180147056
Jack Kosslyn,39768000.0,2,0.0
Jack La Cayenne,0.0,1,0.0
Jack La Rue,0.0,1,0.0
Jack Lambert,364937.0,1,1.3015846407897882
Jack Langedijk,0.0,1,0.0
Jack Laskey,334615000.0,1,2.67692
Jack Laufer,467365246.0,1,2.4598170842105263
Jack Lemmon,74527234.0,6,0.8333333333333334
Jack Lightsy,78868508.0,1,6.572375666666667
Jack Linden,0.0,1,0.0
Jack Lord,59600000.0,1,62.73684210526316
Jack MacGowran,441306145.0,1,55.163268125
Jack Magner,12534817.0,1,0.0
Jack McBrayer,1127220638.0,3,4.018749657444006
Jack McGee,923355833.0,5,4.373232574861412
Jack McKenzie,538400000.0,1,29.91111111111111
Jack McMullen,0.0,1,0.0
Jack Melford,12368234.0,2,0.0
Jack Metzger,75871032.0,1,0.0
Jack Millard,385680446.0,1,2.5712029733333335
Jack Montgomery,0.0,1,0.0
Jack Moore,853612106.0,2,6.243045221449275
Jack Mower,0.0,2,0.0
Jack Mulcahy,125728258.0,1,31.4320645
Jack Mulhall,0.0,1,0.0
Jack Mullaney,0.0,2,0.0
Jack Murdock,15122000.0,1,0.0
Jack Nance,35000000.0,2,17.5
Jack Nicholson,451348924.0,3,5.759714063157895
Jack North,0.0,1,0.0
Jack Norton,0.0,3,0.0
Jack O'Connell,345756595.0,3,2.168144081207028
Jack O'Halloran,581291169.0,3,4.308426990172254
Jack Ong,0.0,1,0.0
Jack Orend,115229890.0,1,4.267773703703703
Jack Palance,644881017.0,7,3.157629836234665
Jack Pearson,0.0,1,0.0
Jack Pepper,0.0,1,0.0
Jack Perry,0.0,1,0.0
Jack Plotnick,516642939.0,1,6.4580367375
Jack Polick,262635213.0,2,6.169087993333333
Jack Pruett,43848069.0,1,2.9232046
Jack Purvis,1886498007.0,3,39.36836158993854
Jack Quaid,1538634144.0,2,7.867392249230769
Jack Rader,6193901.0,1,0.0
Jack Reynor,1091405097.0,1,5.1971671285714285
Jack Riley,0.0,3,0.0
Jack Rockwell,0.0,2,0.0
Jack Shannon,0.0,1,0.0
Jack Shea,70297735.0,2,11.563909144444445
Jack Soo,16393000.0,1,0.0
Jack Stanley,28818995.0,1,1.1084228846153845
Jack Starrett,161212904.0,2,54.173763466666664
Jack Stoney,0.0,2,0.0
Jack Taylor,79114085.0,2,1.977852125
Jack Thibeau,272563196.0,4,4.658749165909091
Jack Thompson,710755512.0,3,3.77144833968254
Jack Turner,0.0,1,0.0
Jack Verbois,25533818.0,1,10.2135272
Jack Wagner,0.0,1,0.0
Jack Wallace,287553595.0,1,9.585119833333334
Jack Walley,75505973.0,1,2.5168657666666667
Jack Walsh,0.0,1,0.0
Jack Warden,0.0,2,0.0
Jack Watson,0.0,1,0.0
Jack Weston,235584362.0,3,11.886348555555555
Jack White,623933331.0,1,3.119666655
Jack Willis,1066969703.0,1,5.334848515
Jack Wise,0.0,1,0.0
Jacki Piper,0.0,3,0.0
Jacki R. Chan,42931041.0,1,3.57758675
Jacki Ray,0.0,1,0.0
Jackie Benoit,107597242.0,1,2.8315063684210524
Jackie Burroughs,0.0,3,0.0
Jackie Chan,3260550531.0,25,2.358077276686215
Jackie Cooper,776286054.0,5,3.118543495769764
Jackie Davis,39846344.0,1,6.641057333333333
Jackie Earle Haley,618535091.0,7,1.395081787244898
Jackie Easton,0.0,1,0.0
Jackie Flynn,183293131.0,1,7.049735807692308
Jackie Gleason,212496076.0,5,0.76
Jackie Gonneau,2421633348.0,3,6.799270009565217
Jackie Hallex,248000000.0,1,4133.333333333333
Jackie Harris,197309027.0,1,2.3212826705882352
Jackie Hoffman,124914842.0,1,2.7758853777777777
Jackie Illman,6000000.0,1,78.94736842105263
Jackie Jakubowski,0.0,1,0.0
Jackie Joseph,41482207.0,1,0.82964414
Jackie Kuntarich,87987055.0,1,4.2920514634146345
Jackie Mason,0.0,1,0.0
Jackie Sandler,1233215510.0,6,4.072101753249285
Jackie Searl,0.0,1,0.0
Jackie Swanson,120207127.0,1,8.013808466666667
Jackie Tuttle,115350426.0,1,6.785319176470588
Jacklyn Edney,169837010.0,1,4.24592525
Jacklyn Palmer,30050028.0,1,2.0033352
Jackson 'Rock' Pinckney,10166459.0,1,20.332918
Jackson Barton,2807854.0,1,0.25525945454545457
Jackson Berlin,0.0,1,0.0
Jackson Davies,0.0,2,0.0
Jackson Faw,0.0,1,0.0
Jackson Hengombe,378858340.0,1,2.5257222666666665
Jackson Liu,21890845.0,1,0.0
Jackson Meehan,0.0,1,0.0
Jackson Nicoll,151831537.0,2,5.061051233333333
Jackson Nunn,1084939099.0,1,4.339756396
Jackson Rathbone,3342227970.0,6,8.077060646999646
Jackson Spidell,1153304495.0,1,4.61321798
Jackson Walker,186167139.0,1,4.654178475
Jackson Xenia Prieto,177512032.0,1,59.17067733333333
Jacky Cheung,3826459.0,2,0.0
Jacky Lai,52302796.0,1,2.6151398
Jackye Roberts,3752426.0,1,0.28864815384615383
Jacno,3897799.0,1,0.7354337735849057
Jacob 'Stitch' Duran,173567581.0,1,4.691015702702702
Jacob Artist,0.0,1,0.0
Jacob Blair,160112671.0,1,2.2873238714285713
Jacob Browne,389681935.0,1,2.3617086969696968
Jacob Crawford,104303851.0,1,10.4303851
Jacob Ericksson,147843790.0,2,9.450558961538462
Jacob Evans,312242626.0,1,7.80606565
Jacob Gaffney,3154346.0,1,0.0
Jacob Godzak,0.0,1,0.0
Jacob Greener-Tofts,299370084.0,1,1.7610004941176471
Jacob Haines,296000000.0,1,39.46666666666667
Jacob Kogan,385680446.0,1,2.5712029733333335
Jacob Latimore,502317680.0,2,8.202307277058823
Jacob Levin-Christensen,2227167.0,1,0.0
Jacob Lofland,311256926.0,1,5.102572557377049
Jacob Ludwick,1153304495.0,1,4.61321798
Jacob Mainwaring,115350426.0,1,6.785319176470588
Jacob Makgoba,0.0,1,0.0
Jacob Nordenson,43498108.0,1,10.874527
Jacob Rhodes,467365246.0,1,2.4598170842105263
Jacob Rodier,1457933289.0,2,3.5136327823255815
Jacob Smith,319393943.0,2,3.4541666625
Jacob Sullum,28575078.0,1,439.6165846153846
Jacob Sung,1153304495.0,1,4.61321798
Jacob Tomuri,2863471060.0,2,7.140215767299578
Jacob Tremblay,347434178.0,1,3.308896933333333
Jacob Vargas,248691466.0,4,2.7207568299357208
Jacob Witkin,20350754.0,2,0.2261194888888889
Jacob Wysocki,115350426.0,1,6.785319176470588
Jacob Zachar,604942143.0,1,2.32670055
Jacque Fresco,0.0,1,0.0
Jacqueline Alexandre,0.0,1,0.0
Jacqueline Ann Steuart,39053061.0,2,0.78106122
Jacqueline Bisset,142233869.0,3,4.509213866666667
Jacqueline Brookes,86930411.0,1,3.7795830869565217
Jacqueline Emerson,691210692.0,1,9.21614256
Jacqueline Fernandez,0.0,2,0.0
Jacqueline Giroux,0.0,1,0.0
Jacqueline Leung,0.0,1,0.0
Jacqueline Lewis,0.0,1,0.0
Jacqueline MacInnes Wood,157887643.0,1,3.3593115531914894
Jacqueline Obradors,251588792.0,3,1.8018172165032678
Jacqueline Robbins,0.0,1,0.0
Jacqueline Samuda,0.0,1,0.0
Jacqueline Scislowski,662845518.0,1,2.94598008
Jacqueline Stewart,172132720.0,2,2.426074755952381
Jacqueline Voltaire,14048372.0,1,0.56193488
Jacqueline Woods,0.0,1,0.0
Jacqueline deWit,12000000.0,2,1.7142857142857142
Jacquelyn Band,0.0,1,0.0
Jacquelyn Masche,72500000.0,1,10.357142857142858
Jacquelynn King,467365246.0,1,2.4598170842105263
Jacques Apollo Bolton,201957688.0,1,13.463845866666666
Jacques Aubuchon,0.0,2,0.0
Jacques Buron,60726164.0,1,0.0
Jacques Castelot,0.0,1,0.0
Jacques Delord,0.0,1,0.0
Jacques Dynam,0.0,1,0.0
Jacques François,0.0,1,0.0
Jacques Herlin,50822621.0,2,0.3403361344537815
Jacques Hilling,0.0,1,0.0
Jacques Marin,0.0,1,0.0
Jacques Maury,49364621.0,1,0.0
Jacques Mayer,40924982.0,1,1.605113444604775
Jacques Mignot,0.0,1,0.0
Jacques Morin,0.0,1,0.0
Jacques Riberolles,0.0,1,0.0
Jacques Rispal,0.0,1,0.0
Jacques Stany,0.0,1,0.0
Jacques Toja,0.0,1,0.0
Jacques Vanaire,0.0,1,0.0
Jacques Villeneuve,559852396.0,1,2.79926198
Jacqui Evans,6347072.0,1,0.0
Jacqui Maxwell,110803676.0,1,2.21607352
Jacqui-Lee Pryce,820580447.0,1,5.507251322147651
Jacquie Barnbrook,484409218.0,2,4.036743483333334
Jada K. Cox,17280326.0,1,0.8640163
Jada Pinkett Smith,3470735914.0,10,4.188117621842342
Jada Taylor,752100229.0,1,6.016801832
Jadagrace,371353001.0,1,1.856765005
Jadarrel Belser,0.0,1,0.0
Jade Chynoweth,1210840245.0,2,3.2809751652727273
Jade Gordon,1342000000.0,1,10.736
Jade Pawluk,226497209.0,1,2.384181147368421
Jade Pettyjohn,0.0,1,0.0
Jade Quon,1215439994.0,1,6.07719997
Jade Scott Lewis,389681935.0,1,2.3617086969696968
Jade Tang,373062864.0,1,2.48708576
Jade Xu,0.0,1,0.0
Jadeen Barbor,14400000.0,1,5.76
Jaden Klein,52882018.0,1,5.2882018
Jadey Duffield,164602163.0,1,1.431323156521739
Jadie-Rose Hobson,38610009.0,1,7.7220018
Jadin Gould,662845518.0,1,2.94598008
Jadon Sand,2214602590.0,3,6.3900115189898985
Jae Hee,967000.0,1,0.032233333333333336
Jag Patel,1425522590.0,2,3.9169759360738254
Jagadish,0.0,1,0.0
Jagoda Janik,0.0,1,0.0
Jahi J.J. Zuri,0.0,1,0.0
Jahmaal McIntyre,71904.0,1,0.0287616
Jahmilla Jackson,750386251.0,2,3.591750125
Jahnel Curfman,2787965087.0,1,11.763565767932489
Jai Courtney,1547584410.0,5,3.174817917092174
Jai Sloper,150406466.0,1,1.1569728153846155
Jai Stefan,77491618.0,2,2.6528078
Jaideep Ahlawat,4100000.0,1,2.9285714285714284
Jaiden Hidalgo,288747895.0,1,3.3970340588235293
Jaiden Stafford,1405403694.0,1,5.019298907142857
Jaime Burgos III,159291809.0,1,5.309726966666667
Jaime Camil,875457937.0,1,11.672772493333333
Jaime Chik,0.0,1,0.0
Jaime Escobedo,54427642.0,2,0.5046184571428571
Jaime FitzSimons,65569869.0,1,3.27849345
Jaime King,298890721.0,4,2.8225660955128204
Jaime Lucero Jr.,201957688.0,1,13.463845866666666
Jaime M. Callica,226497209.0,1,2.384181147368421
Jaime Murray,0.0,1,0.0
Jaime Pacheco,229147509.0,1,1.5913021458333334
Jaime Powers,1519557910.0,1,6.907081409090909
Jaime Pressly,30987695.0,4,0.4376793079096045
Jaime Radow,0.0,1,0.0
Jaime Winstone,165000.0,1,0.1659959758551308
Jaime de Hoyos,2040920.0,1,9.276909090909092
Jaimie Alexander,1093898020.0,2,3.393553634509804
Jaimie Sullivan,363164265.0,1,4.272520764705883
Jaira Valenti,459270619.0,1,13.122017685714285
Jairo Mattos,0.0,1,0.0
Jake Abel,401075960.0,2,2.1619725236842102
Jake Arnott,415885488.0,1,5.1985686
Jake Busey,121214377.0,3,0.384807546031746
Jake Canuso,1084939099.0,1,4.339756396
Jake Cherry,987587011.0,2,3.9882971166666668
Jake Curran,0.0,1,0.0
Jake D. Smith,75700498.0,1,5.046699866666667
Jake Dewitt,1215439994.0,1,6.07719997
Jake Gentry,0.0,1,0.0
Jake Goldberg,246984278.0,1,3.087303475
Jake Goodman,407602906.0,1,2.264460588888889
Jake Gyllenhaal,277194311.0,3,2.7294430771604943
Jake Jacobs,22168359.0,1,2.771044875
Jake Johnson,2487819442.0,5,7.89386115508772
Jake Jundef,42721196.0,1,7.120199333333334
Jake Keiffer,752215857.0,1,3.4986784046511628
Jake Kilfoyle,311594032.0,1,4.210730162162162
Jake La Botz,113244290.0,1,2.2648858
Jake LaMotta,7600000.0,2,1.9
Jake Lloyd,1054149947.0,2,5.100708566304348
Jake Manley,0.0,1,0.0
Jake McDorman,383531464.0,1,3.486649672727273
Jake McKinnon,58385270.0,3,2.3026214696741856
Jake Richardson,26888376.0,2,2.6888376
Jake Samuels,809342332.0,1,4.496346288888889
Jake Short,80383290.0,1,1.6076658
Jake Siegel,0.0,2,0.0
Jake T. Austin,984824195.0,5,2.048208035167206
Jake T. Roberts,56870414.0,1,2.1063116296296296
Jake Tapper,287506194.0,1,9.914006689655173
Jake Weary,0.0,1,0.0
Jake Weber,104155843.0,1,3.1562376666666667
Jakob Bjerregaard Engmann,0.0,1,0.0
Jakob Davies,72417394.0,1,3.448447333333333
Jakob Roston,543513985.0,1,7.877014275362319
Jakub Kropáček,81093313.0,1,2.3169518
Jakub Mayer,81093313.0,1,2.3169518
Jaleel White,0.0,1,0.0
Jalen Testerman,159291809.0,1,5.309726966666667
Jalene Mack,873260194.0,1,3.493040776
Jalil Jay Lynch,173567581.0,1,4.691015702702702
Jalil Naciri,226830568.0,1,9.07322272
Jamal Mixon,435370421.0,3,3.6341016779609276
Jamal Peters,118587880.0,1,11.858788
Jamal Sims,273486656.0,2,7.412982108333333
Jamal Woolard,55030051.0,1,2.75150255
Jamar Cargo,235483004.0,1,21.40754581818182
Jameel Khan,4100000.0,1,2.9285714285714284
James 'Sporty' Ahern,247275374.0,1,15.454710875
James A. Baffico,55000000.0,1,84.61538461538461
James A. Rammel,244527583.0,1,6.113189575
James A. Stephens,524028679.0,1,5.822540877777778
"James A. Watson, Jr",27150534.0,1,0.0
James A. Woods,389681935.0,1,2.3617086969696968
James Addams,0.0,1,0.0
James Allen McCune,45172994.0,1,9.0345988
James Allison,3154346.0,1,0.0
James Apaumut Fall,346079773.0,1,6.292359509090909
James Arnold Taylor,3124280897.0,5,2.744403088510204
James Arone,0.0,1,0.0
James Arrington,9771658.0,1,0.27919022857142856
James Arthur Lewis,0.0,1,0.0
James Ashcroft,57223890.0,1,1.0218551785714285
James Avery,176104344.0,2,1.2578881714285715
James B. Howard,272742922.0,1,14.354890631578947
James Babson,99318987.0,1,1.5048331363636365
James Bachman,1091405097.0,1,5.1971671285714285
James Bacon,43095426.0,2,5.731857210953347
James Badge Dale,1747304994.0,2,4.368262485
James Baskett,0.0,1,0.0
James Bell,0.0,2,0.0
James Bellamy,78000586.0,1,0.975007325
James Bennett,0.0,1,0.0
James Bethea,1209107553.0,2,3.6497412632142856
James Black,10667893.0,1,0.2370642888888889
James Blaine,0.0,2,0.0
James Blakeley,0.0,1,0.0
James Bloor,0.0,1,0.0
James Booth,8000000.0,1,2.2857142857142856
James Bradford,422610419.0,1,6.501698753846154
James Brockington,300218018.0,1,5.458509418181818
James Brolin,127372662.0,3,2.274481222222222
James Brown,415703606.0,2,6.980237109916367
James Brown Orleans,165335153.0,1,4.468517648648649
James Buckley,88025781.0,1,0.0
James Bulleit,43848069.0,1,2.9232046
James Burgess,39024251.0,1,0.0
James Burke,0.0,1,0.0
James Burnett,311256926.0,1,5.102572557377049
James C. Morton,0.0,1,0.0
James C.J. Williams,358375603.0,1,4.216183564705882
James Caan,832818222.0,7,7.684802909166668
James Cagney,0.0,1,0.0
James Callis,534085235.0,4,4.534258907142857
James Cardwell,0.0,1,0.0
James Carroll Jordan,0.0,1,0.0
James Carver,0.0,1,0.0
James Carville,165184237.0,1,3.6707608222222223
James Cawley,385680446.0,1,2.5712029733333335
James Chance,201957688.0,1,13.463845866666666
James Chen,752215857.0,1,3.4986784046511628
James Choi,6500000.0,1,0.0
James Chutter,41797066.0,1,1.04492665
James Ciccone,442824138.0,1,6.326059114285714
James Clayton,414351546.0,1,5.115451185185186
James Cleverton,682330139.0,1,4.548867593333333
James Coburn,773147601.0,8,1.2163964875
James Colby,705717432.0,1,3.52858716
James Conaty,0.0,1,0.0
James Cosmo,1702323053.0,6,2.8712746342468307
James Cossins,97572000.0,1,13.938857142857144
James Costa,25480490.0,1,0.8493496666666667
James Craig,0.0,1,0.0
James Crane,0.0,2,0.0
James Crawford,0.0,1,0.0
James Cromwell,1599066669.0,10,1.9338978530800524
James Culliford,0.0,1,0.0
James Currie,524028679.0,1,5.822540877777778
James D'Arcy,78000586.0,2,0.4875036625
James D. Dever,373062864.0,1,2.48708576
James D. Nelson,318000141.0,1,24.46154930769231
James D.R. Hickox,13343075.0,2,1.2534961
James Dalesandro,14237000.0,1,3.55925
James Daly,33395426.0,1,5.757832068965517
James Darren,28900000.0,3,1.6055555555555554
James Davis,0.0,1,0.0
James DeBello,407257076.0,4,11.228678110101011
James Dime,0.0,1,0.0
James Dixon,0.0,5,0.0
James Dodd,160388063.0,1,1.886918388235294
James Donald,0.0,1,0.0
James Donlan,0.0,1,0.0
James Doohan,742900000.0,7,4.499982694832319
James Dormuth,415484914.0,1,3.4623742833333333
James DuMont,1982022608.0,4,5.837944616032608
James Dunaway,90614445.0,1,3.9397584782608694
James Durham,77527732.0,1,0.0
James Duval,818267144.0,4,2.77616931
James Earl Jones,5418481369.0,16,10.753978264191202
James Eckhouse,1589625819.0,2,5.297433046650718
James Edmund Godwin,660940780.0,1,8.26175975
James Embree,777388815.0,2,2.798049968974359
James Ent,113374103.0,1,3.2392600857142857
James Farruggio,1004558444.0,1,5.430045643243243
James Faulkner,885635000.0,7,3.1260024811355316
James Feaheny,0.0,1,0.0
James Fiddy,64238440.0,1,4.282562666666666
James Fierro,1004558444.0,1,5.430045643243243
James Flavin,10000000.0,2,7.440476190476191
James Fox,702080266.0,3,3.2597476037037034
James Frain,526647844.0,3,1.9934512946405227
James Francis Kelly III,155721132.0,1,6.4883805
James Franciscus,18999718.0,1,6.333239333333333
James Franco,3211586946.0,5,4.174222484209911
James Frawley,76657000.0,1,0.0
James Gale,185898.0,2,0.154915
James Gallanders,50671850.0,1,2.026874
James Gammon,184579173.0,4,1.9208127803030304
James Gandolfini,211720321.0,2,3.1102398862603304
James Garbutt,300218018.0,1,5.458509418181818
James Garner,186053725.0,1,1.5504477083333332
James Garrett,0.0,1,0.0
James Gaylyn,2787965087.0,1,11.763565767932489
James Gilbert,68233629.0,1,6.203057181818182
James Gilligan,0.0,1,0.0
James Gleason,15938065.0,3,1.770896111111111
James Godwin,33245.0,1,0.05114615384615385
James Gounaris,47542841.0,1,3.6571416153846155
James Granville,623933331.0,1,3.119666655
James Greene,524031649.0,2,2.911567438888889
James Gregory,35317842.0,3,2.111079777777778
James Grout,0.0,1,0.0
James Guilfoyle,0.0,1,0.0
James Gunn,773328629.0,1,4.548991935294118
James Hampton,19510371.0,3,0.0
James Handy,695049455.0,3,3.6538614301596923
James Hardie,295212467.0,1,9.840415566666668
James Harlon Palmer,242786137.0,1,4.85572274
